
@RELATION stat_post_1

@ATTRIBUTE length NUMERIC
@ATTRIBUTE links NUMERIC
@ATTRIBUTE quoted NUMERIC
@ATTRIBUTE position NUMERIC
@ATTRIBUTE sentiment {-2, -1, 0, 1, 2}
@ATTRIBUTE keywords NUMERIC
@ATTRIBUTE utility {0, 1, 2, 3, 4, 5}

@DATA
40, 0, 0, 242, 0, 3, 0
32, 0, 1, 243, 0, 1, 0
23, 0, 0, 244, 0, 0, 0
54, 0, 1, 245, 0, 2, 0
57, 0, 0, 246, 0, 0, 0
30, 0, 1, 247, 0, 1, 0
44, 0, 0, 248, 0, 0, 0
110, 0, 0, 249, 0, 2, 0
17, 0, 0, 250, 0, 1, 0
38, 0, 1, 251, 0, 0, 0
21, 0, 0, 252, 0, 0, 0
9, 1, 0, 253, 0, 1, 0
128, 0, 1, 254, -1, 2, 0
1, 0, 0, 255, 0, 0, 0
115, 0, 0, 256, 0, 4, 0
7, 0, 0, 257, 0, 1, 0
63, 0, 4, 258, 0, 1, 0
275, 0, 0, 259, 0, 7, 0
285, 0, 2, 260, 0, 4, 0
35, 0, 7, 261, 0, 0, 0
185, 0, 1, 262, 0, 4, 0
88, 0, 3, 263, 0, 1, 0
20, 0, 1, 264, 0, 0, 0
75, 0, 0, 265, 0, 0, 0
162, 0, 2, 266, 0, 3, 0
221, 0, 5, 267, 0, 7, 0
129, 0, 3, 268, 0, 4, 0
14, 0, 0, 269, 0, 0, 0
40, 0, 0, 270, 0, 0, 0
223, 0, 6, 271, 0, 5, 0
48, 0, 0, 272, 0, 2, 0
22, 0, 0, 273, 0, 1, 0
159, 0, 2, 274, 0, 4, 0
91, 0, 1, 275, 0, 0, 0
49, 0, 3, 276, 0, 0, 0
42, 0, 0, 277, 0, 1, 0
54, 1, 0, 278, 0, 1, 0
121, 0, 0, 279, 0, 1, 0
142, 0, 2, 280, 0, 2, 0
41, 0, 0, 281, 0, 2, 0
239, 0, 0, 282, 0, 3, 0
116, 0, 1, 283, 0, 2, 0
88, 0, 0, 284, 0, 3, 0
119, 0, 3, 285, 0, 4, 0
383, 0, 0, 286, -1, 6, 0
48, 0, 1, 287, 0, 0, 0
16, 0, 0, 288, 0, 0, 0
253, 0, 0, 289, -1, 8, 0
42, 0, 1, 290, 0, 0, 0
98, 0, 1, 291, 0, 3, 0
130, 0, 0, 292, 0, 4, 0
55, 0, 1, 293, 0, 3, 0
65, 0, 1, 294, 0, 4, 0
17, 0, 1, 295, 0, 1, 0
25, 0, 0, 296, 0, 1, 0
171, 0, 0, 297, 0, 8, 0
66, 0, 1, 298, 0, 6, 0
4, 1, 0, 299, 0, 0, 0
30, 0, 1, 300, 0, 0, 0
36, 0, 0, 301, 0, 0, 0
45, 0, 0, 302, 0, 2, 0
22, 0, 0, 303, 0, 2, 0
31, 0, 0, 304, 0, 1, 0
9, 0, 0, 305, 0, 0, 0
12, 1, 0, 306, 0, 0, 0
53, 0, 1, 307, 0, 3, 0
49, 0, 0, 308, 0, 1, 0
9, 2, 0, 309, 0, 0, 0
71, 0, 0, 310, 0, 0, 0
28, 0, 0, 311, 0, 0, 0
27, 0, 0, 312, 0, 0, 0
30, 0, 1, 313, 0, 1, 0
52, 0, 1, 314, 0, 2, 0
10, 0, 0, 315, 0, 0, 0
94, 1, 1, 316, -1, 4, 0
35, 0, 3, 317, 2, 3, 0
36, 0, 1, 318, 0, 2, 0
26, 0, 2, 319, 0, 3, 0
34, 0, 0, 320, 0, 2, 0
105, 0, 1, 321, 0, 5, 0
360, 0, 3, 322, 1, 13, 0
38, 0, 0, 323, 0, 1, 0
104, 0, 0, 324, 0, 3, 0
11, 1, 1, 325, 0, 0, 0
24, 0, 1, 326, 0, 1, 0
43, 1, 0, 327, 0, 2, 0
202, 0, 0, 328, 0, 6, 0
14, 1, 0, 329, 0, 0, 0
45, 1, 4, 330, 0, 0, 0
104, 0, 2, 331, 0, 8, 0
9, 0, 0, 332, 0, 0, 0
486, 1, 4, 333, 0, 16, 0
29, 1, 0, 334, 0, 1, 0
33, 0, 0, 335, 0, 6, 3
49, 0, 1, 336, 0, 7, 0
65, 0, 0, 337, 0, 7, 0
76, 0, 0, 338, 0, 1, 0
14, 0, 0, 339, 0, 1, 0
173, 1, 6, 340, 0, 3, 0
234, 1, 4, 341, 0, 11, 0
124, 0, 0, 342, 0, 5, 0
44, 1, 0, 343, 0, 0, 0
19, 0, 1, 344, 0, 0, 0
3, 1, 0, 345, 0, 0, 0
119, 0, 0, 346, 0, 15, 0
154, 0, 1, 347, 0, 2, 0
35, 0, 0, 348, 0, 0, 0
294, 1, 1, 349, 0, 8, 0
21, 0, 1, 350, 0, 1, 0
145, 0, 2, 351, 0, 2, 0
28, 0, 0, 352, 0, 1, 0
88, 0, 0, 353, 0, 1, 0
109, 0, 0, 354, 0, 5, 0
8, 0, 1, 355, 0, 0, 0
142, 0, 0, 356, 0, 5, 0
80, 0, 0, 357, 0, 5, 0
21, 1, 5, 358, 0, 1, 0
101, 1, 1, 359, 0, 2, 0
43, 0, 2, 360, 0, 0, 0
84, 0, 0, 361, 0, 2, 0
280, 2, 3, 362, 0, 5, 0
141, 0, 2, 363, 0, 3, 0
31, 1, 0, 364, 0, 0, 0
389, 0, 4, 365, 0, 14, 0
15, 0, 0, 366, 0, 3, 0
22, 0, 0, 367, 0, 0, 0
22, 0, 0, 368, 0, 1, 0
393, 0, 1, 369, 0, 11, 0
135, 0, 0, 370, 0, 0, 0
145, 0, 2, 371, 0, 6, 0
76, 0, 0, 372, 0, 5, 0
299, 1, 2, 373, 0, 12, 0
50, 0, 0, 374, 0, 1, 0
117, 0, 1, 375, 0, 3, 0
31, 0, 0, 376, 0, 0, 0
99, 0, 0, 377, 0, 3, 0
34, 0, 0, 378, 0, 1, 0
51, 1, 0, 379, 0, 1, 0
19, 0, 1, 380, 0, 0, 0
37, 0, 5, 381, 0, 1, 0
451, 0, 6, 382, 0, 16, 0
424, 1, 6, 383, 0, 3, 0
20, 0, 0, 384, 0, 1, 0
80, 0, 2, 385, 0, 2, 0
39, 0, 2, 386, 0, 2, 0
404, 0, 0, 387, 0, 6, 0
124, 0, 4, 388, 0, 3, 0
45, 0, 0, 389, 0, 4, 0
43, 0, 0, 390, 0, 2, 0
63, 0, 0, 391, 0, 2, 0
264, 0, 3, 392, 0, 8, 0
79, 0, 0, 393, 0, 0, 0
53, 0, 0, 394, 0, 1, 0
259, 0, 7, 395, 0, 5, 0
455, 1, 2, 396, 0, 7, 0
96, 0, 1, 397, 0, 1, 0
75, 0, 0, 398, 0, 3, 0
49, 1, 0, 399, 0, 1, 0
174, 0, 2, 400, 0, 15, 0
19, 1, 0, 401, 0, 1, 0
15, 0, 2, 402, 0, 2, 0
51, 0, 0, 403, 0, 5, 0
33, 0, 1, 404, 0, 2, 0
34, 0, 1, 405, 0, 0, 0
69, 0, 2, 406, 0, 1, 0
20, 0, 0, 407, 0, 0, 0
177, 1, 2, 408, 0, 8, 3
7, 0, 0, 409, 0, 0, 0
62, 0, 1, 410, 0, 6, 0
50, 0, 1, 411, 0, 1, 0
146, 0, 1, 412, -2, 3, 3
99, 0, 2, 413, 0, 0, 1
34, 0, 0, 414, 0, 0, 0
40, 0, 1, 415, 0, 3, 0
70, 0, 0, 416, 0, 2, 0
28, 0, 0, 417, 0, 1, 0
105, 0, 0, 418, 0, 3, 0
84, 0, 1, 419, 0, 4, 0
38, 0, 1, 420, 0, 1, 0
66, 0, 1, 421, 0, 0, 0
47, 0, 0, 422, 0, 8, 0
62, 1, 3, 423, 0, 0, 0
30, 0, 0, 424, 0, 0, 0
12, 1, 0, 425, 0, 0, 0
86, 0, 0, 426, 0, 4, 0
20, 0, 0, 427, 0, 2, 0
71, 2, 0, 428, 0, 1, 0
80, 0, 1, 429, 0, 3, 0
35, 0, 2, 430, 0, 2, 0
17, 0, 0, 431, 0, 1, 0
55, 0, 1, 432, 0, 5, 0
24, 0, 1, 433, 0, 2, 0
102, 0, 0, 434, 0, 3, 0
48, 0, 0, 435, -1, 2, 0
39, 0, 1, 436, 0, 0, 0
56, 0, 2, 437, 0, 0, 0
125, 0, 0, 438, 0, 2, 0
27, 0, 0, 439, 0, 1, 0
28, 0, 0, 440, 0, 1, 0
7, 0, 0, 441, 0, 0, 0
10, 0, 0, 442, 0, 0, 0
81, 0, 0, 443, 0, 2, 0
24, 0, 1, 444, 0, 0, 0
19, 0, 0, 445, 0, 0, 0
13, 0, 1, 446, 0, 1, 0
122, 5, 0, 447, 0, 1, 0
39, 0, 0, 448, 0, 2, 0
22, 0, 0, 449, 0, 0, 0
9, 1, 0, 450, 0, 0, 0
6, 0, 0, 451, 0, 0, 0
30, 0, 0, 452, 0, 0, 0
40, 0, 1, 453, 0, 1, 0
30, 0, 1, 454, 0, 2, 0
25, 0, 0, 455, 0, 2, 0
185, 1, 0, 456, 0, 4, 0
54, 0, 1, 457, 0, 3, 0
222, 0, 1, 458, 0, 9, 0
91, 0, 1, 459, 0, 7, 0
81, 0, 1, 460, 0, 5, 0
178, 1, 0, 461, 0, 11, 0
47, 0, 2, 462, 0, 1, 0
24, 0, 0, 463, 0, 1, 0
77, 0, 1, 464, 0, 5, 0
11, 1, 0, 465, 0, 0, 0
57, 1, 0, 466, 0, 7, 0
121, 0, 1, 467, 0, 12, 0
63, 0, 0, 468, 0, 2, 0
348, 0, 3, 469, 0, 17, 3
251, 0, 2, 470, 0, 7, 1
165, 0, 0, 471, 0, 4, 1
69, 0, 0, 472, 0, 1, 0
118, 0, 4, 473, 0, 6, 0
17, 0, 0, 474, 0, 0, 0
291, 0, 4, 475, 0, 14, 0
59, 0, 0, 476, 0, 1, 0
325, 0, 0, 477, 0, 11, 0
63, 0, 3, 478, 0, 4, 0
17, 0, 0, 479, 0, 0, 0
100, 1, 3, 480, 0, 6, 0
10, 0, 1, 481, 0, 0, 0
8, 0, 2, 482, 0, 0, 0
16, 0, 0, 483, 0, 0, 0
19, 0, 2, 484, 0, 0, 0
13, 0, 0, 485, 0, 2, 0
13, 0, 0, 486, 0, 0, 0
59, 0, 0, 487, 0, 2, 0
65, 1, 2, 488, 0, 1, 0
18, 0, 0, 489, 0, 0, 0
79, 0, 0, 490, 0, 3, 0
55, 0, 1, 491, 0, 2, 0
32, 0, 0, 492, 0, 2, 0
254, 1, 3, 493, 0, 6, 0
462, 8, 4, 494, 0, 15, 0
150, 0, 3, 495, 0, 3, 0
411, 1, 1, 496, 0, 8, 0
58, 0, 0, 497, 0, 1, 0
157, 0, 0, 498, 0, 10, 0
104, 0, 1, 499, 0, 0, 0
22, 0, 0, 500, 0, 1, 0
54, 1, 3, 501, 0, 0, 0
55, 0, 1, 502, 0, 1, 0
41, 0, 2, 503, 0, 3, 0
97, 0, 0, 504, 0, 1, 0
202, 0, 0, 505, 0, 6, 0
16, 1, 0, 506, 0, 0, 0
13, 0, 0, 507, 0, 0, 0
8, 0, 0, 508, 0, 0, 0
17, 0, 0, 509, 0, 0, 0
160, 0, 2, 510, 0, 4, 0
46, 1, 0, 511, 0, 4, 0
27, 0, 0, 512, 0, 4, 0
21, 0, 2, 513, 0, 1, 0
113, 0, 2, 514, 0, 8, 0
66, 2, 0, 515, 0, 1, 0
67, 0, 5, 516, 0, 4, 0
140, 0, 2, 517, 0, 3, 0
118, 0, 1, 518, 0, 4, 0
37, 0, 0, 519, 0, 1, 0
45, 0, 1, 520, 0, 3, 0
49, 0, 0, 521, 0, 3, 0
17, 0, 0, 522, 0, 0, 0
35, 0, 0, 523, 0, 1, 0
37, 0, 1, 524, 0, 3, 0
26, 0, 0, 525, 0, 2, 0
12, 0, 0, 526, 0, 0, 0
97, 8, 0, 527, 0, 5, 0
162, 1, 0, 528, 0, 20, 0
16, 0, 0, 529, 0, 1, 0
41, 0, 1, 530, 0, 3, 0
93, 0, 0, 531, 0, 2, 0
39, 2, 0, 532, 0, 1, 0
53, 0, 0, 533, 0, 2, 0
27, 0, 2, 534, 0, 3, 0
69, 0, 1, 535, 0, 6, 0
42, 0, 0, 536, 0, 4, 0
38, 0, 0, 537, 0, 5, 0
31, 0, 0, 538, 0, 1, 0
218, 0, 0, 539, 0, 10, 0
19, 0, 1, 540, 0, 1, 0
38, 1, 0, 541, 0, 2, 0
57, 0, 0, 542, 0, 3, 0
50, 0, 2, 543, 0, 1, 0
15, 0, 0, 544, 0, 0, 0
19, 0, 0, 545, 0, 0, 0
13, 0, 0, 546, 0, 0, 0
4, 0, 0, 547, 0, 0, 0
6, 0, 0, 548, 0, 1, 0
77, 0, 1, 549, 0, 9, 0
60, 0, 0, 550, 0, 1, 0
22, 0, 0, 551, 0, 0, 0
82, 0, 0, 552, 0, 7, 0
72, 0, 2, 553, 0, 6, 0
129, 0, 0, 554, 0, 5, 0
89, 0, 0, 555, 0, 2, 0
44, 0, 3, 556, 0, 0, 0
20, 0, 0, 557, 0, 0, 0
49, 0, 0, 558, 0, 7, 0
97, 0, 0, 559, 0, 10, 0
