Results for BoostingAdditiveRegressionClassifier
Ranged attributes (zero means exclude from model)
Attribute	Importance
position	528.2220435466254
length	213.88678016512088
sentiment	32.74703084052602
keywords	12.573223033186089
betweenness	9.84537677362222
quoted	5.340730894173118
num_of_threads	1.6818046970561726
links	0.0
in_degree	0.0
out_degree	0.0
betweenness_sent	0.0
in_degree_sent	0.0
out_degree_sent	0.0
utility	0.0
Post count	Quantile 10%	Quantile 50%	Quantile 90%
0	0.4	0.8	0.19999999999999996
1	0.30000000000000004	0.8	0.18999999999999773
2	0.20000000000000007	0.8	0.1333333333333333
3	0.15000000000000002	0.75	0.1449999999999989
4	0.16000000000000003	0.76	0.07999999999999996
5	0.13793103448275856	0.7586206896551724	0.10344827586206895
6	0.12121212121212122	0.7878787878787878	0.09090909090909094
7	0.10810810810810811	0.7837837837837838	0.08108108108108114
8	0.12195121951219512	0.8048780487804879	0.07317073170731703
9	0.0888888888888889	0.8	0.0888888888888888
10	0.10204081632653061	0.8163265306122449	0.061224489795918324
11	0.09433962264150952	0.8113207547169812	0.07547169811320753
12	0.08771929824561397	0.8070175438596491	0.07017543859649122
13	0.09672131147540997	0.819672131147541	0.06557377049180324
14	0.07692307692307687	0.8153846153846154	0.06153846153846154
15	0.08695652173913049	0.8260869565217391	0.05797101449275366
16	0.0821917808219178	0.821917808219178	0.0547945205479452
17	0.07792207792207795	0.8181818181818182	0.051948051948051854
18	0.061728395061728336	0.8148148148148148	0.06172839506172845
19	0.07058823529411762	0.8117647058823529	0.05882352941176472
20	0.0674157303370786	0.8089887640449438	0.0561797752808989
21	0.06451612903225801	0.8064516129032258	0.05376344086021512
22	0.061855670103092786	0.8041237113402062	0.05154639175257725
23	0.06999999999999995	0.82	0.040000000000000036
24	0.06796116504854366	0.8252427184466019	0.03883495145631066
25	0.07547169811320753	0.8301886792452831	0.046226415094339446
26	0.07339449541284404	0.8348623853211009	0.04587155963302758
27	0.0625	0.8303571428571429	0.044642857142857095
28	0.060869565217391286	0.8347826086956521	0.0434782608695653
29	0.06779661016949146	0.8389830508474576	0.0423728813559322
30	0.06611570247933884	0.8429752066115702	0.04132231404958686
31	0.07258064516129037	0.8467741935483871	0.040322580645161255
32	0.06299212598425197	0.84251968503937	0.047244094488189003
33	0.0692307692307692	0.8461538461538461	0.038461538461538436
34	0.06766917293233088	0.849624060150376	0.03759398496240596
35	0.05882352941176472	0.8455882352941176	0.044117647058823484
36	0.06474820143884896	0.8489208633093526	0.043165467625899234
37	0.06338028169014087	0.8450704225352113	0.04225352112676062
38	0.06206896551724139	0.8482758620689655	0.04137931034482756
39	0.060810810810810856	0.8445945945945946	0.04054054054054046
40	0.05960264900662249	0.847682119205298	0.039735099337748325
41	0.058441558441558406	0.8441558441558441	0.038961038961038974
42	0.05095541401273884	0.8407643312101911	0.04458598726114649
43	0.05625000000000002	0.84375	0.03749999999999998
44	0.05521472392638038	0.8404907975460123	0.042944785276073594
45	0.054216867469879526	0.8373493975903614	0.04216867469879515
46	0.05857988165680472	0.8402366863905325	0.041420118343195256
47	0.05232558139534893	0.8372093023255814	0.04069767441860461
48	0.05714285714285716	0.8342857142857143	0.040000000000000036
49	0.050561797752809	0.8314606741573034	0.0393258426966292
50	0.04972375690607733	0.8287292817679558	0.03867403314917128
51	0.05434782608695654	0.8260869565217391	0.03804347826086951
52	0.048128342245989275	0.8235294117647058	0.042780748663101664
53	0.047368421052631615	0.8210526315789474	0.04210526315789476
54	0.05181347150259075	0.8186528497409327	0.041450777202072464
55	0.05102040816326536	0.8163265306122449	0.04081632653061218
56	0.05025125628140703	0.8140703517587939	0.04020100502512569
57	0.054455445544554504	0.8118811881188119	0.04455445544554448
58	0.0536585365853659	0.8097560975609757	0.04390243902439017
59	0.048309178743961345	0.8067632850241546	0.048309178743961345
60	0.052631578947368474	0.8086124401913876	0.0430622009569378
61	0.05213270142180104	0.8104265402843602	0.042654028436018954
62	0.05633802816901401	0.812206572769953	0.04225352112676062
63	0.05116279069767449	0.8093023255813954	0.046511627906976716
64	0.055299539170507006	0.8110599078341014	0.041474654377880116
65	0.0547945205479452	0.8127853881278538	0.04109589041095896
66	0.05429864253393668	0.8099547511312217	0.04524886877828049
67	0.053811659192825156	0.8116591928251121	0.04484304932735428
68	0.053333333333333344	0.8088888888888889	0.04888888888888887
69	0.05726872246696035	0.8105726872246696	0.04405286343612336
70	0.05240174672489084	0.8078602620087336	0.048034934497816595
71	0.05627705627705626	0.8095238095238095	0.047186147186147
72	0.05579399141630903	0.8068669527896996	0.047210300429184615
73	0.05957446808510636	0.8085106382978723	0.042553191489361764
74	0.05907172995780596	0.8059071729957806	0.04641350210970463
75	0.05857740585774063	0.8075313807531381	0.046025104602510414
76	0.05809128630705396	0.8049792531120332	0.0456431535269709
77	0.061728395061728336	0.8065843621399177	0.044855967078189174
78	0.061475409836065475	0.8073770491803278	0.04508196721311475
79	0.06081632653061231	0.8081632653061225	0.04489795918367345
80	0.05691056910569103	0.8089430894308943	0.04471544715447151
81	0.06072874493927127	0.8137651821862348	0.04453441295546556
82	0.06048387096774199	0.8145161290322581	0.04435483870967738
83	0.06425702811244982	0.8192771084337349	0.04417670682730923
84	0.06359999999999999	0.82	0.04400000000000004
85	0.05976095617529886	0.8207171314741036	0.043824701195219085
86	0.06349206349206349	0.8253968253968254	0.039682539682539764
87	0.06324110671936756	0.8260869565217391	0.04347826086956519
88	0.05905511811023623	0.8267716535433071	0.04330708661417326
89	0.05882352941176461	0.8274509803921568	0.04313725490196085
90	0.05859375	0.828125	0.04296875
91	0.05836575875486383	0.8287937743190662	0.046692607003890996
92	0.06201550387596899	0.8333333333333334	0.04263565891472865
93	0.05791505791505791	0.833976833976834	0.0424710424710425
94	0.05769230769230771	0.8346153846153846	0.04230769230769227
95	0.05747126436781613	0.8352490421455939	0.04214559386973171
96	0.06106870229007633	0.8358778625954199	0.04541984732824411
97	0.05893536121673004	0.8384030418250951	0.04334600760456264
98	0.06060606060606066	0.8409090909090909	0.04166666666666663
99	0.060377358490566024	0.8415094339622642	0.04113207547169806
100	0.05639097744360899	0.8421052631578947	0.0413533834586467
101	0.059925093632958726	0.8426966292134831	0.04119850187265928
102	0.05597014925373134	0.8432835820895522	0.04104477611940305
103	0.055762081784386686	0.8438661710037175	0.040892193308550095
104	0.059259259259259234	0.8481481481481481	0.03703703703703709
105	0.05535055350553508	0.8450184501845018	0.040590405904059046
106	0.05514705882352944	0.8455882352941176	0.0404411764705882
107	0.05494505494505497	0.8498168498168498	0.03663003663003661
108	0.054744525547445244	0.8503649635036497	0.03649635036496346
109	0.054545454545454564	0.850909090909091	0.036363636363636376
110	0.05434782608695654	0.8514492753623188	0.03623188405797095
111	0.05054151624548742	0.851985559566787	0.03610108303249093
112	0.05035971223021585	0.8525179856115108	0.03956834532374098
113	0.05017921146953397	0.8530465949820788	0.03942652329749108
114	0.04999999999999993	0.8535714285714285	0.03928571428571437
115	0.04982206405693956	0.8540925266903915	0.039145907473309594
116	0.049645390070921946	0.8546099290780141	0.03900709219858156
117	0.04946996466431097	0.8551236749116607	0.03886925795053009
118	0.04929577464788726	0.8556338028169014	0.03873239436619724
119	0.0491228070175439	0.856140350877193	0.038596491228070184
120	0.04895104895104896	0.8566433566433567	0.038461538461538436
121	0.04878048780487798	0.8571428571428571	0.0383275261324042
122	0.04861111111111105	0.8576388888888888	0.03819444444444453
123	0.04844290657439454	0.8581314878892734	0.03460207612456745
124	0.051724137931034475	0.8620689655172413	0.034482758620689724
125	0.04810996563573877	0.8591065292096219	0.037800687285223455
126	0.05102739726027394	0.8595890410958904	0.03767123287671237
127	0.04778156996587035	0.8600682593856656	0.03754266211604096
128	0.05102040816326525	0.8605442176870748	0.0374149659863946
129	0.05084745762711862	0.8610169491525423	0.03728813559322042
130	0.05067567567567566	0.8614864864864865	0.03716216216216217
131	0.050168350168350195	0.8619528619528619	0.03703703703703709
132	0.05033557046979864	0.8624161073825504	0.03355704697986572
133	0.04682274247491636	0.862876254180602	0.03344481605351168
134	0.046666666666666634	0.8633333333333333	0.033333333333333326
135	0.046511627906976716	0.8637873754152824	0.03322259136212624
136	0.04635761589403975	0.8642384105960265	0.03311258278145701
137	0.04620462046204621	0.8646864686468647	0.03300330033003296
138	0.046052631578947456	0.8651315789473685	0.0328947368421052
139	0.04590163934426228	0.8655737704918033	0.032786885245901676
140	0.045751633986928164	0.8660130718954249	0.0326797385620915
141	0.0456026058631922	0.8664495114006515	0.032573289902280034
142	0.045454545454545525	0.8668831168831169	0.029220779220779147
143	0.04207119741100318	0.8640776699029126	0.032362459546925626
144	0.04354838709677422	0.8661290322580646	0.030645161290322465
145	0.04180064308681675	0.864951768488746	0.032154340836012874
146	0.044871794871794934	0.8653846153846154	0.03205128205128205
147	0.04472843450479236	0.865814696485623	0.03194888178913735
148	0.04458598726114649	0.8662420382165605	0.0286624203821656
149	0.04444444444444451	0.8666666666666667	0.02857142857142858
150	0.04430379746835433	0.8670886075949367	0.02848101265822789
