460	0.0
A-E	8.816666666666666
ACLoMiK	154.24999999999997
ANPolter	4.333333333333333
Albus	0.0
Alexashko	1.0
Animasola	2.0
Balthazar	0.0
Caleb_Crow	2.0
Den4	1.0
Double	0.0
Dr. Boson	1.5
EnteR	1.0
Faddey	1.0
Fenix	5.666666666666667
FtW	0.0
Gogi	0.0
Gregg	2.0
IUSius	7.416666666666667
Juppy	361.3000000000002
Killer Tomatoes	0.0
Lyudmila	2.0
MEHANIK	3.0
Max M	0.0
Mexx	0.6000000000000001
Muzzleman	2.3333333333333335
Neuroscan	3.0
Nicephorus	1.0
Ouninpohja	1.0
PaYAlnik	18.666666666666657
Prof	2.0
SVKan	4.333333333333333
Simak793	43.58333333333333
Skeptik88	2.6666666666666665
Slav-on	3.9999999999999996
Spok	0.0
Topytop	0.0
VeterMir	5.0
Yurka	1.0
ZaRtin	1.0
adekcandr	0.0
amk	2.0999999999999996
artemha	1.0
arymanuz	1.0
bemmer	0.0
berger11	1.0
bovplin	0.0
bsmbt	0.75
dianarws	1.0
egory6ko	0.0
esaulenka	1.6666666666666665
fastback	2.0
filipok	2.5
freewind	1.0
gonshik	1.0
ilvo	0.0
jurok69	1.0
krogot88	2.0
kvarkicn	1.0
le-lexus	0.0
menand	1.583333333333333
mkuzmik	1.0
molotok	0.0
multig	3.0
oleg_leshee	0.0
panika	1.0
pavlinux	0.0
petrex	0.0
petru440	0.0
pixel8848	0.0
potato	1.0
pustota	0.0
raptor12321	1.0
samcherny	0.0
sc000	0.0
schizo	9.666666666666663
sergeivl	1.0
shapirus	15.333333333333329
skadi	5.999999999999999
skyrider	0.0
smol_	5.0
stronge	1.0
tene	0.0
tufoed	9.166666666666668
vadim-	10.999999999999998
velomanyak	0.0
vlad_11	1.0
vladimir000000	0.0
wonzen	0.6000000000000001
yokep	7.749999999999999
yuniki	29.16666666666667
Бивис	0.0
Вадим Бегдаев	3.0
Димдимыч	5.0
Лепихов Михаил	1.35
Лёха Самолётов	2.0
Чингачгук	0.0
ШеВ	0.0
снежный мамонт	0.0
