Results for LinearRegressionClassifier
Ranged attributes (zero means exclude from model)
Attribute	Importance
betweenness	5.772761633058797E7
in_degree	5.769770233260283E7
out_degree	5.767826801842992E7
quoted	3.698770905125369E7
links	3.69828296440956E7
length	3.693688937157531E7
sentiment	3.6413882805767626E7
position	3.6305433354089454E7
keywords	3.616470977168281E7
betweenness_sent	54761.49715319184
in_degree_sent	52925.423996397745
out_degree_sent	52391.63401201163
num_of_threads	1186.297827763481
utility	0.0
Post count	Quantile 10%	Quantile 50%	Quantile 90%
0	0.0	0.6	0.0
1	0.10000000000000009	0.8	0.0
2	0.0	0.8	0.06666666666666665
3	0.04999999999999993	0.85	0.0
4	0.039999999999999925	0.84	0.0
5	0.03448275862068961	0.8620689655172413	0.0
6	0.030303030303030276	0.8484848484848485	0.030303030303030276
7	0.05405405405405406	0.8378378378378378	0.027027027027027084
8	0.04878048780487798	0.8292682926829268	0.024390243902439046
9	0.0888888888888889	0.8222222222222222	0.04444444444444451
10	0.08163265306122447	0.8163265306122449	0.04081632653061218
11	0.07547169811320764	0.7924528301886793	0.05660377358490565
12	0.07017543859649122	0.7894736842105263	0.05263157894736836
13	0.0491803278688524	0.7704918032786885	0.06557377049180335
14	0.04615384615384621	0.7692307692307693	0.03076923076923077
15	0.02898550724637683	0.7536231884057971	0.04347826086956519
16	0.04109589041095896	0.7534246575342466	0.041095890410958846
17	0.038961038961038974	0.7532467532467533	0.038961038961038974
18	0.03703703703703698	0.7407407407407407	0.04938271604938271
19	0.04705882352941182	0.7411764705882353	0.04705882352941171
20	0.0561797752808989	0.7415730337078652	0.0449438202247191
21	0.048387096774193505	0.7365591397849462	0.04731182795698896
22	0.05154639175257725	0.7319587628865979	0.04123711340206193
23	0.050000000000000044	0.74	0.040000000000000036
24	0.04854368932038833	0.7378640776699029	0.04854368932038833
25	0.047169811320754707	0.7358490566037735	0.04716981132075482
26	0.05504587155963303	0.7431192660550459	0.04587155963302758
27	0.0535714285714286	0.7410714285714286	0.05357142857142849
28	0.060869565217391286	0.7478260869565218	0.05217391304347829
29	0.05932203389830515	0.7457627118644068	0.05084745762711862
30	0.057851239669421406	0.743801652892562	0.05785123966942152
31	0.05645161290322587	0.7419354838709677	0.06451612903225801
32	0.055118110236220486	0.7401574803149606	0.06299212598425197
33	0.0692307692307692	0.7461538461538462	0.05384615384615388
34	0.06766917293233088	0.7443609022556391	0.06015037593984962
35	0.06617647058823528	0.7426470588235294	0.05882352941176472
36	0.07194244604316546	0.7410071942446043	0.05755395683453246
37	0.08450704225352113	0.7464788732394366	0.04929577464788737
38	0.07586206896551728	0.7379310344827587	0.05517241379310345
39	0.08108108108108103	0.7432432432432432	0.04729729729729737
40	0.07947019867549665	0.7350993377483444	0.05960264900662249
41	0.08441558441558439	0.7402597402597403	0.051948051948051965
42	0.08280254777070062	0.732484076433121	0.05732484076433131
43	0.09062499999999996	0.734375	0.05312499999999998
44	0.09202453987730064	0.7300613496932515	0.05521472392638038
45	0.0843373493975903	0.7289156626506024	0.054216867469879526
46	0.08284023668639062	0.727810650887574	0.053254437869822424
47	0.08139534883720922	0.7267441860465116	0.05232558139534893
48	0.08000000000000007	0.7257142857142858	0.05142857142857138
49	0.0786516853932584	0.7247191011235955	0.050561797752809
50	0.07734806629834257	0.7237569060773481	0.04972375690607733
51	0.08152173913043481	0.7228260869565217	0.04347826086956519
52	0.07486631016042777	0.7165775401069518	0.048128342245989275
53	0.07894736842105265	0.7157894736842105	0.047368421052631615
54	0.08290155440414504	0.7150259067357513	0.04663212435233166
55	0.08673469387755106	0.7142857142857143	0.04591836734693877
56	0.09045226130653261	0.7135678391959799	0.04020100502512569
57	0.09356435643564354	0.7128712871287128	0.03960396039603964
58	0.09268292682926826	0.7073170731707317	0.039024390243902474
59	0.09178743961352664	0.7101449275362319	0.03864734299516903
60	0.09521531100478464	0.7129186602870813	0.03827751196172258
61	0.09431279620853084	0.7156398104265402	0.033175355450236976
62	0.08920187793427226	0.7136150234741784	0.03755868544600938
63	0.08837209302325577	0.7162790697674418	0.037209302325581395
64	0.0875576036866359	0.7188940092165899	0.03686635944700456
65	0.08675799086757996	0.7168949771689498	0.0365296803652968
66	0.0904977375565611	0.7194570135746606	0.03619909502262442
67	0.08968609865470845	0.7219730941704036	0.03139013452914796
68	0.08444444444444443	0.72	0.03555555555555556
69	0.0881057268722466	0.7224669603524229	0.03524229074889873
70	0.0873362445414847	0.7205240174672489	0.03493449781659386
71	0.08658008658008653	0.7186147186147186	0.038961038961038974
72	0.08540772532188845	0.721030042918455	0.03862660944206009
73	0.08510638297872342	0.7191489361702128	0.038297872340425476
74	0.08860759493670878	0.7215189873417721	0.03797468354430389
75	0.08786610878661083	0.7196652719665272	0.04184100418410042
76	0.08713692946058094	0.7219917012448133	0.03734439834024894
77	0.09053497942386834	0.7242798353909465	0.03703703703703698
78	0.08606557377049173	0.7254098360655737	0.03688524590163933
79	0.08979591836734702	0.726530612244898	0.04081632653061218
80	0.08943089430894302	0.7317073170731707	0.04065040650406504
81	0.08502024291497978	0.7327935222672065	0.04048582995951411
82	0.08870967741935487	0.7379032258064516	0.040322580645161255
83	0.08835341365461846	0.7389558232931727	0.04016064257028118
84	0.08760000000000001	0.744	0.040000000000000036
85	0.0916334661354582	0.749003984063745	0.03585657370517925
86	0.09484126984126984	0.75	0.03968253968253965
87	0.08695652173913038	0.7509881422924901	0.03952569169960474
88	0.09055118110236215	0.7559055118110236	0.03937007874015752
89	0.09411764705882353	0.7568627450980392	0.04313725490196085
90	0.09726562500000002	0.76171875	0.0390625
91	0.0933852140077821	0.7626459143968871	0.04280155642023353
92	0.09689922480620161	0.7635658914728682	0.046511627906976716
93	0.10424710424710426	0.7683397683397684	0.0424710424710425
94	0.10000000000000009	0.7692307692307693	0.0461538461538461
95	0.10344827586206895	0.7701149425287356	0.04597701149425293
96	0.10305343511450382	0.7709923664122137	0.04961832061068705
97	0.11026615969581743	0.7756653992395437	0.04562737642585557
98	0.10984848484848486	0.7765151515151515	0.04924242424242431
99	0.11283018867924544	0.7773584905660378	0.049056603773584895
100	0.11654135338345861	0.7819548872180451	0.048872180451127845
101	0.1123595505617978	0.7827715355805244	0.048689138576779034
102	0.11194029850746268	0.7835820895522388	0.05223880597014918
103	0.11858736059479547	0.7881040892193308	0.048327137546468446
104	0.11481481481481481	0.7888888888888889	0.04814814814814816
