Results for BoostingAdditiveRegressionClassifier
Ranged attributes (zero means exclude from model)
Attribute	Importance
position	523.1865983529918
length	213.77114783626325
sentiment	33.73174367969311
keywords	11.792874962854933
quoted	5.570300000000001
out_degree	3.040376495425754
links	1.3230319610243848
betweenness	0.6929094117771295
num_of_threads	0.6644555765408735
in_degree	0.0
betweenness_sent	0.0
in_degree_sent	0.0
out_degree_sent	0.0
utility	0.0
Post count	Quantile 10%	Quantile 50%	Quantile 90%
0	0.4	0.8	0.19999999999999996
1	0.30000000000000004	0.8	0.19999999999999996
2	0.1333333333333333	0.7333333333333333	0.20000000000000007
3	0.15000000000000002	0.75	0.15000000000000002
4	0.16000000000000003	0.76	0.07999999999999996
5	0.13793103448275856	0.7586206896551724	0.10344827586206895
6	0.1515151515151515	0.7878787878787878	0.09090909090909094
7	0.1351351351351351	0.7837837837837838	0.08108108108108114
8	0.12195121951219512	0.8048780487804879	0.07317073170731703
9	0.11111111111111116	0.8	0.0888888888888888
10	0.12244897959183676	0.8163265306122449	0.061224489795918324
11	0.1132075471698114	0.8113207547169812	0.07547169811320753
12	0.08771929824561397	0.8070175438596491	0.07017543859649122
13	0.09836065573770492	0.819672131147541	0.06557377049180324
14	0.09230769230769231	0.8153846153846154	0.06153846153846154
15	0.10144927536231885	0.8260869565217391	0.05797101449275366
16	0.09589041095890405	0.821917808219178	0.0547945205479452
17	0.09090909090909094	0.8181818181818182	0.06493506493506485
18	0.08641975308641969	0.8148148148148148	0.06172839506172845
19	0.07058823529411762	0.8117647058823529	0.05882352941176472
20	0.0674157303370786	0.8089887640449438	0.0561797752808989
21	0.06451612903225801	0.8064516129032258	0.05376344086021512
22	0.061855670103092786	0.8041237113402062	0.061855670103092786
23	0.07000000000000006	0.81	0.05999999999999994
24	0.06796116504854366	0.8155339805825242	0.058252427184465994
25	0.06603773584905659	0.8207547169811321	0.05660377358490565
26	0.06422018348623859	0.8256880733944955	0.05504587155963303
27	0.07053571428571437	0.8303571428571429	0.044642857142857095
28	0.06956521739130428	0.8347826086956521	0.0434782608695653
29	0.07542372881355941	0.8389830508474576	0.0423728813559322
30	0.07438016528925617	0.8429752066115702	0.04132231404958686
31	0.06451612903225812	0.8387096774193549	0.048387096774193505
32	0.07086614173228345	0.84251968503937	0.04645669291338572
33	0.0692307692307692	0.8461538461538461	0.038461538461538436
34	0.06015037593984962	0.8421052631578947	0.045112781954887216
35	0.06617647058823528	0.8455882352941176	0.03676470588235292
36	0.05755395683453235	0.841726618705036	0.043165467625899345
37	0.06338028169014087	0.8450704225352113	0.04225352112676062
38	0.05517241379310345	0.8413793103448276	0.04137931034482756
39	0.060810810810810856	0.8445945945945946	0.04054054054054046
40	0.06622516556291391	0.847682119205298	0.039735099337748325
41	0.058441558441558406	0.8441558441558441	0.038961038961038974
42	0.0573248407643312	0.8407643312101911	0.04458598726114649
43	0.05625000000000002	0.84375	0.03749999999999998
44	0.05521472392638038	0.8404907975460123	0.042944785276073594
45	0.054216867469879526	0.8373493975903614	0.04216867469879515
46	0.059171597633136064	0.8402366863905325	0.03550295857988173
47	0.05813953488372092	0.8372093023255814	0.04069767441860461
48	0.05142857142857149	0.8342857142857143	0.040000000000000036
49	0.050561797752809	0.8314606741573034	0.0393258426966292
50	0.05524861878453036	0.8287292817679558	0.03867403314917128
51	0.048913043478260865	0.8260869565217391	0.03804347826086951
52	0.048128342245989275	0.8235294117647058	0.042780748663101664
53	0.047368421052631615	0.8210526315789474	0.04210526315789476
54	0.04663212435233166	0.8186528497409327	0.041450777202072464
55	0.05102040816326536	0.8163265306122449	0.04081632653061218
56	0.05025125628140703	0.8140703517587939	0.04020100502512569
57	0.04950495049504955	0.8118811881188119	0.03960396039603953
58	0.04878048780487809	0.8097560975609757	0.03902439024390236
59	0.048309178743961345	0.8067632850241546	0.04347826086956519
60	0.04784688995215314	0.8086124401913876	0.0430622009569378
61	0.05213270142180104	0.8104265402843602	0.042180094786729794
62	0.05164319248826288	0.812206572769953	0.03755868544600949
63	0.05581395348837215	0.813953488372093	0.037209302325581395
64	0.055299539170507006	0.8110599078341014	0.041474654377880116
65	0.0547945205479452	0.8127853881278538	0.04109589041095896
66	0.05429864253393668	0.8144796380090498	0.040723981900452455
67	0.053811659192825156	0.8116591928251121	0.04035874439461884
68	0.053333333333333344	0.8133333333333334	0.040000000000000036
69	0.052863436123347984	0.8105726872246696	0.03964757709251099
70	0.05676855895196509	0.8122270742358079	0.0393013100436681
71	0.051948051948051965	0.8095238095238095	0.04329004329004327
72	0.05579399141630892	0.8111587982832618	0.03862660944206009
73	0.051063829787234005	0.8085106382978723	0.042553191489361764
74	0.05485232067510548	0.810126582278481	0.03797468354430378
75	0.053974895397489675	0.8075313807531381	0.03765690376569031
76	0.051867219917012486	0.8070539419087137	0.03941908713692943
77	0.053497942386831254	0.8065843621399177	0.04115226337448563
78	0.05327868852459017	0.8073770491803278	0.040983606557377095
79	0.055102040816326525	0.810204081632653	0.04285714285714293
80	0.05691056910569103	0.8130081300813008	0.04065040650406504
81	0.05668016194331982	0.8137651821862348	0.04048582995951411
82	0.05241935483870974	0.8145161290322581	0.04435483870967738
83	0.06024096385542166	0.8192771084337349	0.04016064257028118
84	0.05999999999999994	0.82	0.04400000000000004
85	0.055776892430278946	0.8207171314741036	0.043824701195219085
86	0.05952380952380942	0.8253968253968254	0.039682539682539764
87	0.059288537549407105	0.8260869565217391	0.03952569169960474
88	0.055118110236220486	0.8267716535433071	0.04330708661417326
89	0.058431372549019533	0.8274509803921568	0.04313725490196085
90	0.0546875	0.828125	0.04296875
91	0.05836575875486383	0.8326848249027238	0.042412451361867554
92	0.05813953488372092	0.8333333333333334	0.04263565891472865
93	0.05791505791505791	0.833976833976834	0.0424710424710425
94	0.05769230769230771	0.8346153846153846	0.04230769230769227
95	0.05747126436781613	0.8352490421455939	0.04214559386973171
96	0.057251908396946494	0.8396946564885496	0.04160305343511439
97	0.06045627376425855	0.8403041825095057	0.041444866920152035
98	0.05681818181818188	0.8409090909090909	0.04166666666666663
99	0.05660377358490565	0.8415094339622642	0.04150943396226414
100	0.05639097744360899	0.8421052631578947	0.0413533834586467
101	0.05617977528089879	0.8426966292134831	0.04119850187265928
102	0.05597014925373134	0.8432835820895522	0.04104477611940305
103	0.055762081784386686	0.8438661710037175	0.040892193308550095
104	0.059259259259259234	0.8481481481481481	0.03703703703703709
105	0.05904059040590415	0.8487084870848709	0.03690036900368998
106	0.05514705882352944	0.8492647058823529	0.03676470588235292
107	0.05494505494505497	0.8498168498168498	0.03663003663003661
108	0.054744525547445244	0.8503649635036497	0.03649635036496346
109	0.054545454545454564	0.850909090909091	0.036363636363636376
110	0.05434782608695654	0.8514492753623188	0.03623188405797095
111	0.054151624548736454	0.851985559566787	0.03971119133574008
112	0.0539568345323741	0.8525179856115108	0.03956834532374098
113	0.05017921146953397	0.8530465949820788	0.03942652329749108
114	0.04999999999999993	0.8535714285714285	0.03928571428571437
115	0.04982206405693956	0.8540925266903915	0.039145907473309594
116	0.049645390070921946	0.8546099290780141	0.03900709219858156
117	0.04946996466431097	0.8551236749116607	0.03886925795053009
118	0.04929577464788726	0.8556338028169014	0.03838028169014085
119	0.0491228070175439	0.856140350877193	0.038596491228070184
120	0.045454545454545525	0.8566433566433567	0.038461538461538436
121	0.04529616724738672	0.8571428571428571	0.0383275261324042
122	0.04861111111111105	0.8576388888888888	0.03819444444444453
123	0.04498269896193774	0.8581314878892734	0.03806228373702414
124	0.048275862068965614	0.8586206896551725	0.037931034482758585
125	0.04810996563573877	0.8591065292096219	0.0374570446735395
126	0.047945205479452024	0.8595890410958904	0.03424657534246578
127	0.04436860068259385	0.8600682593856656	0.03754266211604096
128	0.04421768707482987	0.8605442176870748	0.0374149659863946
129	0.04406779661016946	0.8610169491525423	0.03728813559322042
130	0.04729729729729737	0.8614864864864865	0.03378378378378377
131	0.047138047138047146	0.8619528619528619	0.03367003367003374
132	0.046979865771812124	0.8624161073825504	0.03355704697986572
133	0.04682274247491636	0.862876254180602	0.03344481605351168
134	0.046666666666666634	0.8633333333333333	0.033333333333333326
135	0.046511627906976716	0.8637873754152824	0.03322259136212624
136	0.04635761589403975	0.8642384105960265	0.03311258278145701
137	0.04917491749174918	0.8646864686468647	0.03300330033003296
138	0.046052631578947456	0.8651315789473685	0.0328947368421052
139	0.04590163934426228	0.8655737704918033	0.032786885245901676
140	0.045751633986928164	0.8660130718954249	0.0326797385620915
141	0.0456026058631922	0.8664495114006515	0.032573289902280034
142	0.045454545454545525	0.8668831168831169	0.03214285714285703
143	0.04530744336569581	0.8673139158576052	0.032362459546925515
144	0.04516129032258065	0.867741935483871	0.029032258064516037
145	0.04180064308681675	0.864951768488746	0.032154340836012874
146	0.04166666666666674	0.8653846153846154	0.03205128205128205
147	0.044408945686901014	0.865814696485623	0.03194888178913735
148	0.04140127388535031	0.8662420382165605	0.031847133757961776
149	0.041269841269841345	0.8666666666666667	0.031746031746031744
150	0.04113924050632911	0.8670886075949367	0.02848101265822789
151	0.041009463722397554	0.8675078864353313	0.028391167192428957
152	0.04088050314465408	0.8679245283018868	0.028301886792452824
153	0.04371069182389942	0.8710691823899371	0.028301886792452824
154	0.04088050314465408	0.8710691823899371	0.03144654088050314
155	0.04088050314465408	0.8742138364779874	0.028301886792452824
